Left_Ankledors,Left_Ankleprog,Left_AnkleRot,Left_Hip_AbdAdd,Left_Hip_FlexExt,Left_Hip_IntExt,Left_KneeAbdAdd,Left_KneeFlexExt,Left_KneeIntExt,Right_Ankledors,Right_Ankleprog,Right_AnkleRot,Right_Hip_AbdAdd,Right_Hip_FlexExt,Right_Hip_IntExt,Right_KneeAbdAdd,Right_KneeFlexExt,Right_KneeIntExt
-24.37704177,-43.69403401,67.80431065,47.13020176,-22.27613156,-10.91445331,48.27474503,11.03949319,2.509367798,4.716563443,-4.212504857,55.54883426,56.50793038,-35.27685134,-26.89120153,39.77485102,14.07536871,-4.651615468
-24.37403063,-43.74512345,67.8305375,47.14247586,-22.2698851,-10.90925304,48.30253861,11.02267742,2.523001308,4.789261551,-4.193170127,55.47585949,56.53032337,-35.24053291,-26.86359256,39.77638877,14.03904587,-4.662229087
-24.3802754,-43.74956198,67.84811957,47.14301692,-22.28254195,-10.91697149,48.29691351,11.01053771,2.506878591,4.656547038,-4.084663663,55.63804186,56.53588403,-35.21594041,-26.85900154,39.78082788,14.01786808,-4.645555778
-24.37389787,-43.77297095,67.87448262,47.14616046,-22.28103705,-10.91640317,48.29081213,10.98781887,2.491697338,4.711585602,-4.106565872,55.84576785,56.58639242,-35.1266482,-26.72251,39.77163209,13.90439811,-4.729589335
-24.37115437,-43.79835469,67.88889249,47.13687024,-22.29508742,-10.92975258,48.29510455,11.00081292,2.499854457,4.882762197,-4.126332371,55.97297454,56.53827056,-35.1300478,-26.6766575,39.82060579,13.89078489,-4.773526872
-24.41237202,-43.82879751,67.91603119,47.11945994,-22.32495963,-10.9588143,48.32212674,10.98376285,2.471504174,4.801216021,-4.046448545,55.82830797,56.48127499,-35.11059636,-26.64311378,39.87393888,13.88885297,-4.790757592
-24.4296195,-43.84200603,67.92762981,47.11271293,-22.32712294,-10.97028469,48.34353906,10.99955722,2.490995804,4.871361374,-4.161890832,55.97955889,56.52318493,-35.08864091,-26.58345233,39.84596176,13.79350841,-4.858983698
-24.44882014,-43.84482222,67.95170973,47.11298212,-22.32576758,-10.97389467,48.35710763,10.96707654,2.458339081,4.900887369,-4.210936655,55.9114769,56.52838304,-35.07463243,-26.63981904,39.82649754,13.8218436,-4.782378832
-24.45351071,-43.80623634,67.91446139,47.10963199,-22.34191985,-10.99570405,48.37390828,10.99805565,2.455362523,4.726681105,-4.111001822,56.01480851,56.55584647,-35.07040526,-26.62436398,39.81272945,13.77792972,-4.807909446
-24.47125188,-43.76508582,67.8869579,47.10787045,-22.33377569,-10.99096238,48.39246243,10.98615843,2.418285054,4.749330455,-4.150975027,55.90588603,56.54166574,-35.18726853,-26.71782516,39.80229575,13.82503157,-4.825807929
-24.48506584,-43.73140903,67.87302527,47.10624296,-22.34323456,-10.9974603,48.4145954,10.98694736,2.404133224,4.888349857,-4.256988114,55.9318143,56.54252521,-35.2588989,-26.78516698,39.78795828,13.86899213,-4.828458495
-24.4769255,-43.71183396,67.87381303,47.09998892,-22.35066351,-11.00495537,48.43806629,10.96685691,2.381424992,4.756160123,-4.260508807,55.79743938,56.49578176,-35.34532517,-26.86270565,39.80925028,13.94226398,-4.810481896
-24.4689922,-43.69582887,67.86300033,47.08623746,-22.35751623,-11.0166825,48.46336804,10.97652791,2.389688449,4.717015564,-4.335823525,55.67920524,56.45012438,-35.34158476,-26.9079719,39.83699117,13.9885085,-4.739410278
-24.47589258,-43.73250704,67.92622552,47.07255627,-22.37335754,-11.02786207,48.4833485,10.94277039,2.364884459,4.552422969,-4.285136239,55.83765032,56.40795537,-35.39503758,-26.94958076,39.85919104,14.02807153,-4.741910849
-24.48674044,-43.77229608,67.95165327,47.06586017,-22.38486346,-11.04561581,48.50288254,10.95788881,2.373455041,4.497737974,-4.175652725,55.8494504,56.3507997,-35.39128243,-26.92288398,39.91539053,14.02733441,-4.767368181
-24.49432602,-43.78424455,67.99884755,47.06703722,-22.36219261,-11.03401919,48.51563309,10.9159755,2.348033376,4.653630758,-4.277462825,55.79788364,56.29056427,-35.38385038,-26.92001388,39.97427171,14.04357046,-4.764314157
-24.50472106,-43.80343849,67.97838141,47.07074074,-22.3412098,-11.02764577,48.5269705,10.9274263,2.368370052,4.788795271,-4.351997651,55.94300376,56.25683813,-35.43893809,-26.96232041,39.9969139,14.07093835,-4.781129214
-24.4893902,-43.82538131,67.97467417,47.07509465,-22.32414675,-11.02570821,48.5319952,10.91784508,2.379640753,4.765174921,-4.332068577,55.82232611,56.2219856,-35.53603384,-27.02077962,40.01595744,14.09946893,-4.838117925
-24.48062199,-43.83068345,67.97977957,47.07843498,-22.31487574,-11.02598942,48.53584064,10.87579092,2.352371551,4.733801832,-4.293056148,55.69184379,56.20789473,-35.56561783,-27.01923223,40.0258104,14.09329068,-4.887269199
